Date_Key,Date,Year,Month,DayOfWeek
19880124,1988-01-24,1988,1,Sun
20170226,2017-02-26,2017,2,Sun
20170127,2017-01-27,2017,1,Fri
20030828,2003-08-28,2003,8,Thu
19810810,1981-08-10,1981,8,Mon
20190527,2019-05-27,2019,5,Mon
19500612,1950-06-12,1950,6,Mon
19831123,1983-11-23,1983,11,Wed
20061113,2006-11-13,2006,11,Mon
19810125,1981-01-25,1981,1,Sun
20120212,2012-02-12,2012,2,Sun
20030820,2003-08-20,2003,8,Wed
20140216,2014-02-16,2014,2,Sun
20061222,2006-12-22,2006,12,Fri
20161108,2016-11-08,2016,11,Tue
20100414,2010-04-14,2010,4,Wed
20170124,2017-01-24,2017,1,Tue
20201218,2020-12-18,2020,12,Fri
19881226,1988-12-26,1988,12,Mon
20150928,2015-09-28,2015,9,Mon
20100523,2010-05-23,2010,5,Sun
20150510,2015-05-10,2015,5,Sun
19790401,1979-04-01,1979,4,Sun
20220316,2022-03-16,2022,3,Wed
20200924,2020-09-24,2020,9,Thu
19890123,1989-01-23,1989,1,Mon
20071009,2007-10-09,2007,10,Tue
20220606,2022-06-06,2022,6,Mon
20140124,2014-01-24,2014,1,Fri
20161219,2016-12-19,2016,12,Mon
19801214,1980-12-14,1980,12,Sun
19900929,1990-09-29,1990,9,Sat
20210717,2021-07-17,2021,7,Sat
19840214,1984-02-14,1984,2,Tue
19850204,1985-02-04,1985,2,Mon
19931005,1993-10-05,1993,10,Tue
20130912,2013-09-12,2013,9,Thu
19990210,1999-02-10,1999,2,Wed
19760720,1976-07-20,1976,7,Tue
20111114,2011-11-14,2011,11,Mon
19800918,1980-09-18,1980,9,Thu
20200313,2020-03-13,2020,3,Fri
19890801,1989-08-01,1989,8,Tue
20181101,2018-11-01,2018,11,Thu
20100619,2010-06-19,2010,6,Sat
20120714,2012-07-14,2012,7,Sat
20060630,2006-06-30,2006,6,Fri
19681121,1968-11-21,1968,11,Thu
20101201,2010-12-01,2010,12,Wed
19960411,1996-04-11,1996,4,Thu
19620828,1962-08-28,1962,8,Tue
20020829,2002-08-29,2002,8,Thu
20030607,2003-06-07,2003,6,Sat
19771004,1977-10-04,1977,10,Tue
20070909,2007-09-09,2007,9,Sun
20160717,2016-07-17,2016,7,Sun
19860305,1986-03-05,1986,3,Wed
19981028,1998-10-28,1998,10,Wed
19920625,1992-06-25,1992,6,Thu
19950220,1995-02-20,1995,2,Mon
20030731,2003-07-31,2003,7,Thu
20140813,2014-08-13,2014,8,Wed
20001013,2000-10-13,2000,10,Fri
19631206,1963-12-06,1963,12,Fri
20160823,2016-08-23,2016,8,Tue
19970222,1997-02-22,1997,2,Sat
19860601,1986-06-01,1986,6,Sun
19811206,1981-12-06,1981,12,Sun
19881019,1988-10-19,1988,10,Wed
20220707,2022-07-07,2022,7,Thu
20080624,2008-06-24,2008,6,Tue
19480502,1948-05-02,1948,5,Sun
20061218,2006-12-18,2006,12,Mon
20150424,2015-04-24,2015,4,Fri
20170629,2017-06-29,2017,6,Thu
19720828,1972-08-28,1972,8,Mon
19881229,1988-12-29,1988,12,Thu
20210424,2021-04-24,2021,4,Sat
19601220,1960-12-20,1960,12,Tue
19990714,1999-07-14,1999,7,Wed
20090501,2009-05-01,2009,5,Fri
20140218,2014-02-18,2014,2,Tue
20110904,2011-09-04,2011,9,Sun
20110621,2011-06-21,2011,6,Tue
19810316,1981-03-16,1981,3,Mon
20170929,2017-09-29,2017,9,Fri
20131118,2013-11-18,2013,11,Mon
19771224,1977-12-24,1977,12,Sat
20120502,2012-05-02,2012,5,Wed
20150401,2015-04-01,2015,4,Wed
20200215,2020-02-15,2020,2,Sat
20210723,2021-07-23,2021,7,Fri
19480904,1948-09-04,1948,9,Sat
20090802,2009-08-02,2009,8,Sun
20110221,2011-02-21,2011,2,Mon
20080902,2008-09-02,2008,9,Tue
20160703,2016-07-03,2016,7,Sun
19710812,1971-08-12,1971,8,Thu
20210911,2021-09-11,2021,9,Sat
20000705,2000-07-05,2000,7,Wed
19880915,1988-09-15,1988,9,Thu
20120911,2012-09-11,2012,9,Tue
20220402,2022-04-02,2022,4,Sat
19280519,1928-05-19,1928,5,Sat
20130814,2013-08-14,2013,8,Wed
20001126,2000-11-26,2000,11,Sun
20200523,2020-05-23,2020,5,Sat
19831219,1983-12-19,1983,12,Mon
20000227,2000-02-27,2000,2,Sun
20151016,2015-10-16,2015,10,Fri
20120901,2012-09-01,2012,9,Sat
20140704,2014-07-04,2014,7,Fri
19460520,1946-05-20,1946,5,Mon
20180908,2018-09-08,2018,9,Sat
20130502,2013-05-02,2013,5,Thu
19740915,1974-09-15,1974,9,Sun
20211205,2021-12-05,2021,12,Sun
19850711,1985-07-11,1985,7,Thu
19960813,1996-08-13,1996,8,Tue
19771114,1977-11-14,1977,11,Mon
19720503,1972-05-03,1972,5,Wed
19780521,1978-05-21,1978,5,Sun
20180323,2018-03-23,2018,3,Fri
20090821,2009-08-21,2009,8,Fri
20150615,2015-06-15,2015,6,Mon
20150311,2015-03-11,2015,3,Wed
19890924,1989-09-24,1989,9,Sun
19810321,1981-03-21,1981,3,Sat
20070131,2007-01-31,2007,1,Wed
20130317,2013-03-17,2013,3,Sun
20210215,2021-02-15,2021,2,Mon
19670221,1967-02-21,1967,2,Tue
19910308,1991-03-08,1991,3,Fri
20131005,2013-10-05,2013,10,Sat
20140706,2014-07-06,2014,7,Sun
19831110,1983-11-10,1983,11,Thu
20190107,2019-01-07,2019,1,Mon
20141117,2014-11-17,2014,11,Mon
20180526,2018-05-26,2018,5,Sat
19970601,1997-06-01,1997,6,Sun
19760217,1976-02-17,1976,2,Tue
20080531,2008-05-31,2008,5,Sat
20100611,2010-06-11,2010,6,Fri
20191005,2019-10-05,2019,10,Sat
19690322,1969-03-22,1969,3,Sat
19861026,1986-10-26,1986,10,Sun
20121021,2012-10-21,2012,10,Sun
20091015,2009-10-15,2009,10,Thu
20221202,2022-12-02,2022,12,Fri
20171023,2017-10-23,2017,10,Mon
20110702,2011-07-02,2011,7,Sat
20151231,2015-12-31,2015,12,Thu
19561022,1956-10-22,1956,10,Mon
19771019,1977-10-19,1977,10,Wed
19930815,1993-08-15,1993,8,Sun
20120109,2012-01-09,2012,1,Mon
20160602,2016-06-02,2016,6,Thu
20151102,2015-11-02,2015,11,Mon
20190128,2019-01-28,2019,1,Mon
19971118,1997-11-18,1997,11,Tue
19980210,1998-02-10,1998,2,Tue
20070707,2007-07-07,2007,7,Sat
20151127,2015-11-27,2015,11,Fri
20000825,2000-08-25,2000,8,Fri
20171202,2017-12-02,2017,12,Sat
20091108,2009-11-08,2009,11,Sun
19800221,1980-02-21,1980,2,Thu
20041101,2004-11-01,2004,11,Mon
20030705,2003-07-05,2003,7,Sat
19791018,1979-10-18,1979,10,Thu
19440727,1944-07-27,1944,7,Thu
19891210,1989-12-10,1989,12,Sun
20170818,2017-08-18,2017,8,Fri
19860124,1986-01-24,1986,1,Fri
20041105,2004-11-05,2004,11,Fri
19880414,1988-04-14,1988,4,Thu
19381213,1938-12-13,1938,12,Tue
20130918,2013-09-18,2013,9,Wed
19520929,1952-09-29,1952,9,Mon
20170409,2017-04-09,2017,4,Sun
20010526,2001-05-26,2001,5,Sat
20140613,2014-06-13,2014,6,Fri
20210821,2021-08-21,2021,8,Sat
20180831,2018-08-31,2018,8,Fri
19720507,1972-05-07,1972,5,Sun
19570831,1957-08-31,1957,8,Sat
20070115,2007-01-15,2007,1,Mon
20150801,2015-08-01,2015,8,Sat
20210322,2021-03-22,2021,3,Mon
20211008,2021-10-08,2021,10,Fri
20220225,2022-02-25,2022,2,Fri
20190317,2019-03-17,2019,3,Sun
19991117,1999-11-17,1999,11,Wed
20031215,2003-12-15,2003,12,Mon
19810412,1981-04-12,1981,4,Sun
20190314,2019-03-14,2019,3,Thu
20080628,2008-06-28,2008,6,Sat
20221019,2022-10-19,2022,10,Wed
20130718,2013-07-18,2013,7,Thu
20110427,2011-04-27,2011,4,Wed
20111023,2011-10-23,2011,10,Sun
20130920,2013-09-20,2013,9,Fri
19860922,1986-09-22,1986,9,Mon
20201217,2020-12-17,2020,12,Thu
19650309,1965-03-09,1965,3,Tue
19821209,1982-12-09,1982,12,Thu
20190730,2019-07-30,2019,7,Tue
20140904,2014-09-04,2014,9,Thu
20210503,2021-05-03,2021,5,Mon
19930816,1993-08-16,1993,8,Mon
20190428,2019-04-28,2019,4,Sun
20050827,2005-08-27,2005,8,Sat
19980728,1998-07-28,1998,7,Tue
19920108,1992-01-08,1992,1,Wed
20070103,2007-01-03,2007,1,Wed
20210118,2021-01-18,2021,1,Mon
19650820,1965-08-20,1965,8,Fri
19880425,1988-04-25,1988,4,Mon
19620413,1962-04-13,1962,4,Fri
20121114,2012-11-14,2012,11,Wed
20210719,2021-07-19,2021,7,Mon
20170228,2017-02-28,2017,2,Tue
19720903,1972-09-03,1972,9,Sun
19690505,1969-05-05,1969,5,Mon
19690928,1969-09-28,1969,9,Sun
20021117,2002-11-17,2002,11,Sun
19710817,1971-08-17,1971,8,Tue
20030427,2003-04-27,2003,4,Sun
19710111,1971-01-11,1971,1,Mon
19790604,1979-06-04,1979,6,Mon
20120531,2012-05-31,2012,5,Thu
19710821,1971-08-21,1971,8,Sat
20131123,2013-11-23,2013,11,Sat
19500825,1950-08-25,1950,8,Fri
20160923,2016-09-23,2016,9,Fri
19830218,1983-02-18,1983,2,Fri
20011116,2001-11-16,2001,11,Fri
20180418,2018-04-18,2018,4,Wed
19900207,1990-02-07,1990,2,Wed
19771006,1977-10-06,1977,10,Thu
20170328,2017-03-28,2017,3,Tue
20080725,2008-07-25,2008,7,Fri
20210125,2021-01-25,2021,1,Mon
19761118,1976-11-18,1976,11,Thu
19770829,1977-08-29,1977,8,Mon
20130914,2013-09-14,2013,9,Sat
19720115,1972-01-15,1972,1,Sat
19850507,1985-05-07,1985,5,Tue
19890920,1989-09-20,1989,9,Wed
19750207,1975-02-07,1975,2,Fri
20080425,2008-04-25,2008,4,Fri
20180226,2018-02-26,2018,2,Mon
20210202,2021-02-02,2021,2,Tue
20220820,2022-08-20,2022,8,Sat
20040504,2004-05-04,2004,5,Tue
20160616,2016-06-16,2016,6,Thu
20030510,2003-05-10,2003,5,Sat
19260220,1926-02-20,1926,2,Sat
20120510,2012-05-10,2012,5,Thu
19971028,1997-10-28,1997,10,Tue
19780722,1978-07-22,1978,7,Sat
19790525,1979-05-25,1979,5,Fri
20170810,2017-08-10,2017,8,Thu
20110429,2011-04-29,2011,4,Fri
20220811,2022-08-11,2022,8,Thu
20100711,2010-07-11,2010,7,Sun
19990504,1999-05-04,1999,5,Tue
19760413,1976-04-13,1976,4,Tue
19820205,1982-02-05,1982,2,Fri
19571026,1957-10-26,1957,10,Sat
20220216,2022-02-16,2022,2,Wed
20160930,2016-09-30,2016,9,Fri
19581101,1958-11-01,1958,11,Sat
19540903,1954-09-03,1954,9,Fri
20080704,2008-07-04,2008,7,Fri
19851020,1985-10-20,1985,10,Sun
20151030,2015-10-30,2015,10,Fri
20010105,2001-01-05,2001,1,Fri
20090329,2009-03-29,2009,3,Sun
20160422,2016-04-22,2016,4,Fri
19870105,1987-01-05,1987,1,Mon
19691212,1969-12-12,1969,12,Fri
20031128,2003-11-28,2003,11,Fri
19940619,1994-06-19,1994,6,Sun
19581204,1958-12-04,1958,12,Thu
19250613,1925-06-13,1925,6,Sat
19430906,1943-09-06,1943,9,Mon
19550820,1955-08-20,1955,8,Sat
19620702,1962-07-02,1962,7,Mon
20110816,2011-08-16,2011,8,Tue
20130525,2013-05-25,2013,5,Sat
19260821,1926-08-21,1926,8,Sat
20070322,2007-03-22,2007,3,Thu
20151013,2015-10-13,2015,10,Tue
20140224,2014-02-24,2014,2,Mon
19530416,1953-04-16,1953,4,Thu
19710615,1971-06-15,1971,6,Tue
19880306,1988-03-06,1988,3,Sun
19550711,1955-07-11,1955,7,Mon
19980418,1998-04-18,1998,4,Sat
19641223,1964-12-23,1964,12,Wed
19930129,1993-01-29,1993,1,Fri
20060808,2006-08-08,2006,8,Tue
19781110,1978-11-10,1978,11,Fri
20170819,2017-08-19,2017,8,Sat
19940715,1994-07-15,1994,7,Fri
20090402,2009-04-02,2009,4,Thu
20190728,2019-07-28,2019,7,Sun
20040317,2004-03-17,2004,3,Wed
19520410,1952-04-10,1952,4,Thu
20060122,2006-01-22,2006,1,Sun
20150619,2015-06-19,2015,6,Fri
20200907,2020-09-07,2020,9,Mon
19770417,1977-04-17,1977,4,Sun
19921227,1992-12-27,1992,12,Sun
20171208,2017-12-08,2017,12,Fri
20041203,2004-12-03,2004,12,Fri
20190514,2019-05-14,2019,5,Tue
20191024,2019-10-24,2019,10,Thu
19960307,1996-03-07,1996,3,Thu
19650423,1965-04-23,1965,4,Fri
19900915,1990-09-15,1990,9,Sat
20190708,2019-07-08,2019,7,Mon
19930305,1993-03-05,1993,3,Fri
19730413,1973-04-13,1973,4,Fri
20010111,2001-01-11,2001,1,Thu
20020708,2002-07-08,2002,7,Mon
20130111,2013-01-11,2013,1,Fri
20180918,2018-09-18,2018,9,Tue
20130716,2013-07-16,2013,7,Tue
20031030,2003-10-30,2003,10,Thu
20140723,2014-07-23,2014,7,Wed
20101122,2010-11-22,2010,11,Mon
20160119,2016-01-19,2016,1,Tue
20170630,2017-06-30,2017,6,Fri
20210710,2021-07-10,2021,7,Sat
19411109,1941-11-09,1941,11,Sun
20120519,2012-05-19,2012,5,Sat
20170130,2017-01-30,2017,1,Mon
20200508,2020-05-08,2020,5,Fri
20000611,2000-06-11,2000,6,Sun
20110522,2011-05-22,2011,5,Sun
19931016,1993-10-16,1993,10,Sat
20160719,2016-07-19,2016,7,Tue
19390207,1939-02-07,1939,2,Tue
19510218,1951-02-18,1951,2,Sun
20150824,2015-08-24,2015,8,Mon
20080614,2008-06-14,2008,6,Sat
20220501,2022-05-01,2022,5,Sun
20180728,2018-07-28,2018,7,Sat
20140429,2014-04-29,2014,4,Tue
19731010,1973-10-10,1973,10,Wed
20131024,2013-10-24,2013,10,Thu
20191228,2019-12-28,2019,12,Sat
20130519,2013-05-19,2013,5,Sun
19830428,1983-04-28,1983,4,Thu
20221120,2022-11-20,2022,11,Sun
20160509,2016-05-09,2016,5,Mon
20150929,2015-09-29,2015,9,Tue
19830619,1983-06-19,1983,6,Sun
19351026,1935-10-26,1935,10,Sat
19750627,1975-06-27,1975,6,Fri
20180924,2018-09-24,2018,9,Mon
20060817,2006-08-17,2006,8,Thu
19990204,1999-02-04,1999,2,Thu
20110605,2011-06-05,2011,6,Sun
19610403,1961-04-03,1961,4,Mon
19820202,1982-02-02,1982,2,Tue
20170706,2017-07-06,2017,7,Thu
19700507,1970-05-07,1970,5,Thu
19680324,1968-03-24,1968,3,Sun
19750701,1975-07-01,1975,7,Tue
20130515,2013-05-15,2013,5,Wed
19811003,1981-10-03,1981,10,Sat
20170511,2017-05-11,2017,5,Thu
19930911,1993-09-11,1993,9,Sat
20210425,2021-04-25,2021,4,Sun
19951013,1995-10-13,1995,10,Fri
19950328,1995-03-28,1995,3,Tue
20091106,2009-11-06,2009,11,Fri
20091107,2009-11-07,2009,11,Sat
20110327,2011-03-27,2011,3,Sun
20130331,2013-03-31,2013,3,Sun
19680826,1968-08-26,1968,8,Mon
20210925,2021-09-25,2021,9,Sat
20181004,2018-10-04,2018,10,Thu
20140623,2014-06-23,2014,6,Mon
20091110,2009-11-10,2009,11,Tue
20120228,2012-02-28,2012,2,Tue
19830529,1983-05-29,1983,5,Sun
20180426,2018-04-26,2018,4,Thu
19820912,1982-09-12,1982,9,Sun
19990516,1999-05-16,1999,5,Sun
19630926,1963-09-26,1963,9,Thu
19671205,1967-12-05,1967,12,Tue
20180527,2018-05-27,2018,5,Sun
20010807,2001-08-07,2001,8,Tue
19760122,1976-01-22,1976,1,Thu
20031003,2003-10-03,2003,10,Fri
20001125,2000-11-25,2000,11,Sat
20160915,2016-09-15,2016,9,Thu
20190326,2019-03-26,2019,3,Tue
19720728,1972-07-28,1972,7,Fri
19530629,1953-06-29,1953,6,Mon
19900817,1990-08-17,1990,8,Fri
20001004,2000-10-04,2000,10,Wed
19911128,1991-11-28,1991,11,Thu
19591107,1959-11-07,1959,11,Sat
19981227,1998-12-27,1998,12,Sun
19780328,1978-03-28,1978,3,Tue
20190624,2019-06-24,2019,6,Mon
20210307,2021-03-07,2021,3,Sun
19960806,1996-08-06,1996,8,Tue
20100504,2010-05-04,2010,5,Tue
20020531,2002-05-31,2002,5,Fri
20161007,2016-10-07,2016,10,Fri
19910529,1991-05-29,1991,5,Wed
20090208,2009-02-08,2009,2,Sun
20140901,2014-09-01,2014,9,Mon
20130913,2013-09-13,2013,9,Fri
19830730,1983-07-30,1983,7,Sat
20050919,2005-09-19,2005,9,Mon
19840209,1984-02-09,1984,2,Thu
20140714,2014-07-14,2014,7,Mon
20141023,2014-10-23,2014,10,Thu
20150120,2015-01-20,2015,1,Tue
20070601,2007-06-01,2007,6,Fri
19870421,1987-04-21,1987,4,Tue
19900605,1990-06-05,1990,6,Tue
20010525,2001-05-25,2001,5,Fri
19951107,1995-11-07,1995,11,Tue
20100202,2010-02-02,2010,2,Tue
20090503,2009-05-03,2009,5,Sun
19980310,1998-03-10,1998,3,Tue
19750815,1975-08-15,1975,8,Fri
20100724,2010-07-24,2010,7,Sat
20060216,2006-02-16,2006,2,Thu
19680320,1968-03-20,1968,3,Wed
19740205,1974-02-05,1974,2,Tue
19581208,1958-12-08,1958,12,Mon
19970306,1997-03-06,1997,3,Thu
20181225,2018-12-25,2018,12,Tue
19751221,1975-12-21,1975,12,Sun
19500916,1950-09-16,1950,9,Sat
19760929,1976-09-29,1976,9,Wed
19900121,1990-01-21,1990,1,Sun
20190228,2019-02-28,2019,2,Thu
19910511,1991-05-11,1991,5,Sat
20110917,2011-09-17,2011,9,Sat
20110502,2011-05-02,2011,5,Mon
20180729,2018-07-29,2018,7,Sun
20160208,2016-02-08,2016,2,Mon
20161212,2016-12-12,2016,12,Mon
20200117,2020-01-17,2020,1,Fri
19820410,1982-04-10,1982,4,Sat
19850424,1985-04-24,1985,4,Wed
19810307,1981-03-07,1981,3,Sat
20031117,2003-11-17,2003,11,Mon
19680312,1968-03-12,1968,3,Tue
20210713,2021-07-13,2021,7,Tue
20170210,2017-02-10,2017,2,Fri
20190328,2019-03-28,2019,3,Thu
20130128,2013-01-28,2013,1,Mon
20220115,2022-01-15,2022,1,Sat
19550529,1955-05-29,1955,5,Sun
20200524,2020-05-24,2020,5,Sun
19930810,1993-08-10,1993,8,Tue
19500330,1950-03-30,1950,3,Thu
20020916,2002-09-16,2002,9,Mon
20200604,2020-06-04,2020,6,Thu
20020106,2002-01-06,2002,1,Sun
19771215,1977-12-15,1977,12,Thu
20010623,2001-06-23,2001,6,Sat
20080919,2008-09-19,2008,9,Fri
19890727,1989-07-27,1989,7,Thu
20071119,2007-11-19,2007,11,Mon
19750712,1975-07-12,1975,7,Sat
20131204,2013-12-04,2013,12,Wed
20040205,2004-02-05,2004,2,Thu
20070813,2007-08-13,2007,8,Mon
20081025,2008-10-25,2008,10,Sat
19830323,1983-03-23,1983,3,Wed
20210905,2021-09-05,2021,9,Sun
19930410,1993-04-10,1993,4,Sat
19671223,1967-12-23,1967,12,Sat
20071226,2007-12-26,2007,12,Wed
20050510,2005-05-10,2005,5,Tue
20180111,2018-01-11,2018,1,Thu
20090227,2009-02-27,2009,2,Fri
19920225,1992-02-25,1992,2,Tue
19590615,1959-06-15,1959,6,Mon
20050412,2005-04-12,2005,4,Tue
20030105,2003-01-05,2003,1,Sun
20090909,2009-09-09,2009,9,Wed
20110902,2011-09-02,2011,9,Fri
20140918,2014-09-18,2014,9,Thu
19940530,1994-05-30,1994,5,Mon
20220427,2022-04-27,2022,4,Wed
19780818,1978-08-18,1978,8,Fri
19570402,1957-04-02,1957,4,Tue
20120905,2012-09-05,2012,9,Wed
20140415,2014-04-15,2014,4,Tue
20151205,2015-12-05,2015,12,Sat
19710211,1971-02-11,1971,2,Thu
20140713,2014-07-13,2014,7,Sun
19471005,1947-10-05,1947,10,Sun
19901017,1990-10-17,1990,10,Wed
20110219,2011-02-19,2011,2,Sat
20160926,2016-09-26,2016,9,Mon
19610126,1961-01-26,1961,1,Thu
20120831,2012-08-31,2012,8,Fri
19860210,1986-02-10,1986,2,Mon
20090730,2009-07-30,2009,7,Thu
19861105,1986-11-05,1986,11,Wed
19650618,1965-06-18,1965,6,Fri
20110613,2011-06-13,2011,6,Mon
20201018,2020-10-18,2020,10,Sun
19750101,1975-01-01,1975,1,Wed
19530709,1953-07-09,1953,7,Thu
20110329,2011-03-29,2011,3,Tue
20000901,2000-09-01,2000,9,Fri
20000617,2000-06-17,2000,6,Sat
20131103,2013-11-03,2013,11,Sun
20030306,2003-03-06,2003,3,Thu
19620123,1962-01-23,1962,1,Tue
19480610,1948-06-10,1948,6,Thu
19791023,1979-10-23,1979,10,Tue
20130530,2013-05-30,2013,5,Thu
20120710,2012-07-10,2012,7,Tue
19370406,1937-04-06,1937,4,Tue
20030519,2003-05-19,2003,5,Mon
20150921,2015-09-21,2015,9,Mon
20191218,2019-12-18,2019,12,Wed
20051222,2005-12-22,2005,12,Thu
20211101,2021-11-01,2021,11,Mon
20190510,2019-05-10,2019,5,Fri
19791206,1979-12-06,1979,12,Thu
19760219,1976-02-19,1976,2,Thu
20111016,2011-10-16,2011,10,Sun
20201225,2020-12-25,2020,12,Fri
20190719,2019-07-19,2019,7,Fri
20170319,2017-03-19,2017,3,Sun
20180627,2018-06-27,2018,6,Wed
